game_index,event,date,round,white,black,result,ply,color,player,move,rank,best_move,depth_best,depth_min,depth_max
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,17,black,"Nyzhnyk, Illya",cxd5,1,cxd5,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,18,white,"Niemann, Hans Moke",cxd5,1,cxd5,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,19,black,"Nyzhnyk, Illya",Ng4,1,Ng4,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,20,white,"Niemann, Hans Moke",Bxg4,3,Kb1,18,18,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,21,black,"Nyzhnyk, Illya",Bxg4,1,Bxg4,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,22,white,"Niemann, Hans Moke",Nge2,7,f3,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,23,black,"Nyzhnyk, Illya",Bd7,1,Bd7,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,24,white,"Niemann, Hans Moke",Kb1,5,Rdg1,18,18,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,25,black,"Nyzhnyk, Illya",b5,1,b5,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,26,white,"Niemann, Hans Moke",Rc1,2,Rdg1,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,27,black,"Nyzhnyk, Illya",b4,2,a5,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,28,white,"Niemann, Hans Moke",Nd1,1,Nd1,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,29,black,"Nyzhnyk, Illya",Bb5,2,a5,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,30,white,"Niemann, Hans Moke",g4,2,f3,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,31,black,"Nyzhnyk, Illya",Nd7,3,Qb7,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,32,white,"Niemann, Hans Moke",Ng3,3,h4,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,33,black,"Nyzhnyk, Illya",a5,1,a5,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,34,white,"Niemann, Hans Moke",Bg5,5,h4,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,35,black,"Nyzhnyk, Illya",Bf6,1,Bf6,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,36,white,"Niemann, Hans Moke",Be3,2,Bh6,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,37,black,"Nyzhnyk, Illya",Rfc8,2,Bh4,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,38,white,"Niemann, Hans Moke",g5,2,Rxc8+,16,15,16
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,39,black,"Nyzhnyk, Illya",Bg7,1,Bg7,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,40,white,"Niemann, Hans Moke",h4,2,Rxc8+,17,17,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,41,black,"Nyzhnyk, Illya",Rxc1+,1,Rxc1+,18,18,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,42,white,"Niemann, Hans Moke",Qxc1,2,Kxc1,21,21,21
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,43,black,"Nyzhnyk, Illya",f5,1,f5,19,18,19
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,44,white,"Niemann, Hans Moke",gxf6,1,gxf6,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,45,black,"Nyzhnyk, Illya",Nxf6,1,Nxf6,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,46,white,"Niemann, Hans Moke",Qd2,5,Bg5,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,47,black,"Nyzhnyk, Illya",Ng4,6,Qf7,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,48,white,"Niemann, Hans Moke",h5,1,h5,16,15,16
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,49,black,"Nyzhnyk, Illya",Qf7,2,Rc8,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,50,white,"Niemann, Hans Moke",hxg6,3,b3,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,51,black,"Nyzhnyk, Illya",hxg6,1,hxg6,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,52,white,"Niemann, Hans Moke",Re1,>10,Qc2,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,53,black,"Nyzhnyk, Illya",Rc8,2,Nh2,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,54,white,"Niemann, Hans Moke",Bb6,6,Rh1,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,55,black,"Nyzhnyk, Illya",Nh2,1,Nh2,17,16,17
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,56,white,"Niemann, Hans Moke",Rh1,4,Qe3,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,57,black,"Nyzhnyk, Illya",Nf3,1,Nf3,18,17,18
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,58,white,"Niemann, Hans Moke",Qe3,1,Qe3,16,15,16
136,National Open 2021,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, Illya",0-1,59,black,"Nyzhnyk, Illya",Qf4,1,Qf4,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,0,white,"Katz, Alexander",e4,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,1,black,"Niemann, Hans Moke",e5,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,2,white,"Katz, Alexander",Nf3,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,3,black,"Niemann, Hans Moke",Nc6,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,4,white,"Katz, Alexander",Bc4,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,5,black,"Niemann, Hans Moke",Nf6,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,6,white,"Katz, Alexander",d3,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,7,black,"Niemann, Hans Moke",h6,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,8,white,"Katz, Alexander",c3,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,9,black,"Niemann, Hans Moke",d6,B,,,,
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,10,white,"Katz, Alexander",a4,1,a4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,11,black,"Niemann, Hans Moke",g5,5,Be6,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,12,white,"Katz, Alexander",Qb3,2,O-O,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,13,black,"Niemann, Hans Moke",Qd7,1,Qd7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,14,white,"Katz, Alexander",a5,1,a5,17,17,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,15,black,"Niemann, Hans Moke",Bg7,1,Bg7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,16,white,"Katz, Alexander",a6,2,O-O,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,17,black,"Niemann, Hans Moke",Rb8,2,bxa6,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,18,white,"Katz, Alexander",axb7,2,Nbd2,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,19,black,"Niemann, Hans Moke",Bxb7,1,Bxb7,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,20,white,"Katz, Alexander",Nbd2,1,Nbd2,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,21,black,"Niemann, Hans Moke",O-O,1,O-O,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,22,white,"Katz, Alexander",Nf1,>10,Qd1,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,23,black,"Niemann, Hans Moke",Ne7,1,Ne7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,24,white,"Katz, Alexander",Rxa7,10,Bb5,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,25,black,"Niemann, Hans Moke",Bxe4,1,Bxe4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,26,white,"Katz, Alexander",Bxf7+,1,Bxf7+,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,27,black,"Niemann, Hans Moke",Kh8,1,Kh8,22,22,22
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,28,white,"Katz, Alexander",Qe6,1,Qe6,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,29,black,"Niemann, Hans Moke",Bxf3,2,Bf5,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,30,white,"Katz, Alexander",gxf3,1,gxf3,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,31,black,"Niemann, Hans Moke",Nc8,1,Nc8,17,17,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,32,white,"Katz, Alexander",Qxd7,1,Qxd7,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,33,black,"Niemann, Hans Moke",Nxd7,1,Nxd7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,34,white,"Katz, Alexander",Rxc7,2,Be6,19,18,19
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,35,black,"Niemann, Hans Moke",Rxf7,1,Rxf7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,36,white,"Katz, Alexander",h4,1,h4,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,37,black,"Niemann, Hans Moke",Kg8,1,Kg8,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,38,white,"Katz, Alexander",hxg5,1,hxg5,19,19,19
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,39,black,"Niemann, Hans Moke",hxg5,1,hxg5,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,40,white,"Katz, Alexander",b4,1,b4,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,41,black,"Niemann, Hans Moke",d5,3,Ra8,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,42,white,"Katz, Alexander",Bxg5,2,Rg1,17,17,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,43,black,"Niemann, Hans Moke",d4,6,Nf8,16,15,16
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,44,white,"Katz, Alexander",c4,1,c4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,45,black,"Niemann, Hans Moke",Bf8,5,Nf8,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,46,white,"Katz, Alexander",c5,3,Rg1,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,47,black,"Niemann, Hans Moke",Be7,2,Bg7,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,48,white,"Katz, Alexander",Bxe7,4,Rg1,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,49,black,"Niemann, Hans Moke",Rxe7,1,Rxe7,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,50,white,"Katz, Alexander",Rh6,1,Rh6,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,51,black,"Niemann, Hans Moke",Nf8,1,Nf8,18,18,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,52,white,"Katz, Alexander",Rcc6,2,Rxe7,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,53,black,"Niemann, Hans Moke",Reb7,2,Ra7,18,17,18
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,54,white,"Katz, Alexander",Rh5,9,Nd2,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,55,black,"Niemann, Hans Moke",Ne7,1,Ne7,19,18,19
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,56,white,"Katz, Alexander",Rd6,2,Ra6,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,57,black,"Niemann, Hans Moke",Nfg6,2,Rxb4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,58,white,"Katz, Alexander",Nd2,1,Nd2,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,59,black,"Niemann, Hans Moke",Rxb4,1,Rxb4,16,16,16
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,60,white,"Katz, Alexander",Nc4,1,Nc4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,61,black,"Niemann, Hans Moke",Ra8,3,Nf4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,62,white,"Katz, Alexander",Kd2,>10,Rb6,16,15,16
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,63,black,"Niemann, Hans Moke",Ra2+,1,Ra2+,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,64,white,"Katz, Alexander",Kc1,1,Kc1,22,22,22
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,65,black,"Niemann, Hans Moke",Nf4,1,Nf4,17,16,17
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,66,white,"Katz, Alexander",Rg5+,1,Rg5+,21,21,21
137,National Open 2021,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,67,black,"Niemann, Hans Moke",Kh7,1,Kh7,19,19,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,0,white,"Bartell, Thomas",c4,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,1,black,"Niemann, Hans Moke",e5,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,2,white,"Bartell, Thomas",Nc3,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,3,black,"Niemann, Hans Moke",Nf6,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,4,white,"Bartell, Thomas",g3,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,5,black,"Niemann, Hans Moke",c6,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,6,white,"Bartell, Thomas",Nf3,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,7,black,"Niemann, Hans Moke",e4,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,8,white,"Bartell, Thomas",Nd4,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,9,black,"Niemann, Hans Moke",Bc5,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,10,white,"Bartell, Thomas",Nb3,B,,,,
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,11,black,"Niemann, Hans Moke",Bb4,1,Bb4,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,12,white,"Bartell, Thomas",Bg2,1,Bg2,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,13,black,"Niemann, Hans Moke",d5,1,d5,19,19,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,14,white,"Bartell, Thomas",cxd5,1,cxd5,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,15,black,"Niemann, Hans Moke",cxd5,1,cxd5,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,16,white,"Bartell, Thomas",O-O,1,O-O,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,17,black,"Niemann, Hans Moke",O-O,1,O-O,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,18,white,"Bartell, Thomas",d3,1,d3,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,19,black,"Niemann, Hans Moke",h6,5,Re8,18,18,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,20,white,"Bartell, Thomas",Bf4,4,dxe4,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,21,black,"Niemann, Hans Moke",Bxc3,1,Bxc3,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,22,white,"Bartell, Thomas",bxc3,1,bxc3,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,23,black,"Niemann, Hans Moke",Nc6,1,Nc6,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,24,white,"Bartell, Thomas",a4,3,dxe4,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,25,black,"Niemann, Hans Moke",Bf5,1,Bf5,18,18,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,26,white,"Bartell, Thomas",Qd2,3,a5,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,27,black,"Niemann, Hans Moke",Qc8,1,Qc8,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,28,white,"Bartell, Thomas",a5,2,Rfb1,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,29,black,"Niemann, Hans Moke",Bh3,2,Re8,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,30,white,"Bartell, Thomas",Rfb1,9,Nd4,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,31,black,"Niemann, Hans Moke",Re8,2,exd3,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,32,white,"Bartell, Thomas",Nd4,3,Bh1,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,33,black,"Niemann, Hans Moke",Bxg2,2,Nxd4,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,34,white,"Bartell, Thomas",Kxg2,1,Kxg2,17,16,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,35,black,"Niemann, Hans Moke",Qd7,1,Qd7,17,16,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,36,white,"Bartell, Thomas",Qb2,7,h3,18,18,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,37,black,"Niemann, Hans Moke",Re7,2,Nxd4,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,38,white,"Bartell, Thomas",a6,6,Nxc6,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,39,black,"Niemann, Hans Moke",b6,1,b6,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,40,white,"Bartell, Thomas",Qb5,1,Qb5,17,16,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,41,black,"Niemann, Hans Moke",Rc8,1,Rc8,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,42,white,"Bartell, Thomas",Ra2,7,h3,18,18,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,43,black,"Niemann, Hans Moke",Kh7,4,Nxd4,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,44,white,"Bartell, Thomas",h3,2,h4,16,15,16
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,45,black,"Niemann, Hans Moke",g5,9,Nxd4,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,46,white,"Bartell, Thomas",Be3,2,Nxc6,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,47,black,"Niemann, Hans Moke",Ne5,10,Kg6,18,18,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,48,white,"Bartell, Thomas",Qxd7,1,Qxd7,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,49,black,"Niemann, Hans Moke",Rxd7,1,Rxd7,15,14,15
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,50,white,"Bartell, Thomas",Nb5,1,Nb5,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,51,black,"Niemann, Hans Moke",Kg6,10,Ne8,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,52,white,"Bartell, Thomas",Nxa7,1,Nxa7,17,17,17
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,53,black,"Niemann, Hans Moke",Rxa7,1,Rxa7,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,54,white,"Bartell, Thomas",Rxb6,1,Rxb6,18,17,18
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,55,black,"Niemann, Hans Moke",Raa8,1,Raa8,19,18,19
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,56,white,"Bartell, Thomas",a7,1,a7,21,21,21
161,14. Philadelphia Int,2021.06.26,2,"Bartell, Thomas","Niemann, Hans Moke",1/2-1/2,57,black,"Niemann, Hans Moke",Nd7,1,Nd7,19,18,19
